Item_Type,Item_ID,Purchase_ID,Sales_ID,Qty,Price,Cost,Supplier_ID,Warehouse_ID,Order_Date,Delivery_Date,Inventory_Valuation,Transfer_ID,Work_Order_ID,Purchase_Order_Qty,Sales_Order_Qty,Adjustment_Qty,Stock_Level,Stock_Check_Date,Customer_ID,Customer_Type,Shipping_ID,Region,Currency,Discount,Tax
Food,6521,218641,324086,82,522.56,712.02,3864,395,2023-04-24 06:00:00,2023-05-25 06:00:00,37156.33,205959,397479,89,95,16,490,2023-06-22 06:00:00,26846,Distributor,633205,Africa,GBP,22.0,4.14
Toys,8155,831187,506138,85,400.33,98.33,3296,384,2023-04-24 07:00:00,2023-05-25 07:00:00,44153.38,294598,786026,32,34,5,532,2023-06-22 07:00:00,27789,Wholesale,535794,Europe,GBP,4.18,3.88
Clothing,4297,219271,323687,74,456.92,86.86,2171,400,2023-04-24 08:00:00,2023-05-25 08:00:00,29691.7,153063,652775,56,97,10,225,2023-06-22 08:00:00,73845,Wholesale,468527,North America,USD,9.7,13.94
Electronics,3633,341170,786126,21,766.96,887.02,3313,464,2023-04-24 09:00:00,2023-05-25 09:00:00,26668.92,245002,670525,19,69,-13,983,2023-06-22 09:00:00,94442,Distributor,873675,Europe,USD,1.49,8.41
Food,4890,832555,250859,90,558.75,110.57,4962,190,2023-04-24 10:00:00,2023-05-25 10:00:00,37988.9,169265,276629,70,41,-24,333,2023-06-22 10:00:00,76845,Wholesale,404794,Africa,JPY,19.84,0.89
Furniture,1791,417531,438063,41,767.01,617.93,2006,133,2023-04-24 11:00:00,2023-05-25 11:00:00,36899.68,532245,628785,91,32,-11,910,2023-06-22 11:00:00,37775,Wholesale,988397,Europe,EUR,2.48,1.1
Toys,1151,649514,990286,3,970.17,674.29,1332,189,2023-04-24 12:00:00,2023-05-25 12:00:00,1307.64,682351,436696,62,45,-45,859,2023-06-22 12:00:00,92592,Retail,834779,Europe,JPY,32.49,4.62
Clothing,4063,992719,677322,1,644.11,61.84,1523,114,2023-04-24 13:00:00,2023-05-25 13:00:00,14810.38,428658,550055,77,50,45,443,2023-06-22 13:00:00,20870,Distributor,867004,Asia,JPY,6.46,11.52
Electronics,7367,499716,721719,21,607.07,673.13,1910,169,2023-04-24 14:00:00,2023-05-25 14:00:00,46668.64,168686,766063,94,24,-3,642,2023-06-22 14:00:00,83386,Retail,780669,Asia,USD,29.45,2.81
Furniture,8904,613755,496423,75,412.1,380.47,1712,316,2023-04-24 15:00:00,2023-05-25 15:00:00,48049.91,418940,691897,68,60,-33,278,2023-06-22 15:00:00,16137,Retail,394048,Africa,GBP,48.57,10.2
Clothing,3091,101634,390378,80,204.79,250.83,4587,437,2023-04-24 16:00:00,2023-05-25 16:00:00,26004.07,952814,763700,99,35,-19,933,2023-06-22 16:00:00,87837,Retail,998649,North America,GBP,32.57,0.81
Clothing,5599,769419,654856,99,380.46,600.47,2748,170,2023-04-24 17:00:00,2023-05-25 17:00:00,28444.41,631323,564943,25,72,33,731,2023-06-22 17:00:00,88048,Wholesale,503842,North America,GBP,9.77,6.32
Furniture,8408,563566,692921,21,524.9,750.65,674,229,2023-04-24 18:00:00,2023-05-25 18:00:00,1032.17,756656,651474,45,16,-15,494,2023-06-22 18:00:00,28236,Distributor,905661,North America,GBP,20.25,1.33
Electronics,3977,740143,209582,75,44.51,517.65,2689,453,2023-04-24 19:00:00,2023-05-25 19:00:00,33944.66,679086,912477,28,34,28,790,2023-06-22 19:00:00,43504,Distributor,702191,Asia,GBP,1.83,8.11
Electronics,1842,366220,941135,95,481.05,784.21,3846,228,2023-04-24 20:00:00,2023-05-25 20:00:00,11409.36,493383,638666,30,32,-28,875,2023-06-22 20:00:00,57644,Distributor,519972,North America,USD,37.6,9.78
Food,4793,993126,741922,49,863.53,25.01,2737,220,2023-04-24 21:00:00,2023-05-25 21:00:00,7267.68,591594,509217,48,36,-37,738,2023-06-22 21:00:00,71801,Retail,921342,Europe,JPY,23.42,4.61
Toys,2659,877006,808814,65,976.86,666.05,2136,281,2023-04-24 22:00:00,2023-05-25 22:00:00,15929.52,385954,218164,46,46,34,104,2023-06-22 22:00:00,70506,Wholesale,955715,Africa,USD,21.4,14.05
Furniture,9789,662498,462072,41,856.99,156.62,1357,224,2023-04-24 23:00:00,2023-05-25 23:00:00,33579.72,214124,759459,66,38,-5,462,2023-06-22 23:00:00,23277,Distributor,444894,Africa,JPY,7.17,7.72
Furniture,6162,228798,836864,96,180.26,261.04,3328,209,2023-04-25 00:00:00,2023-05-26 00:00:00,22380.34,554309,749113,30,90,-48,145,2023-06-23 00:00:00,78744,Retail,260883,Asia,GBP,7.17,14.54
Furniture,7446,781291,569901,67,163.46,517.17,2068,485,2023-04-25 01:00:00,2023-05-26 01:00:00,18103.86,815656,424308,94,80,-44,530,2023-06-23 01:00:00,54127,Retail,766666,Asia,EUR,49.87,2.41
Electronics,5270,132007,291703,96,399.38,250.63,2151,333,2023-04-25 02:00:00,2023-05-26 02:00:00,36613.58,594966,296362,22,58,-34,426,2023-06-23 02:00:00,20600,Retail,701817,Europe,GBP,4.4,8.6
Toys,4603,253816,961685,42,233.18,155.5,3668,263,2023-04-25 03:00:00,2023-05-26 03:00:00,40872.28,270741,568016,10,77,17,545,2023-06-23 03:00:00,17638,Wholesale,430153,Asia,GBP,49.22,2.41
Food,7764,261468,216170,69,679.23,797.52,2876,127,2023-04-25 04:00:00,2023-05-26 04:00:00,43590.92,274767,816794,44,27,7,445,2023-06-23 04:00:00,11609,Retail,168406,Africa,EUR,48.57,2.98
Clothing,2216,450763,116642,57,93.71,816.52,4290,314,2023-04-25 05:00:00,2023-05-26 05:00:00,22792.89,729721,408474,59,49,-1,266,2023-06-23 05:00:00,79372,Wholesale,567246,Asia,EUR,23.8,6.14
Clothing,3291,595025,703464,43,449.28,37.55,3512,202,2023-04-25 06:00:00,2023-05-26 06:00:00,36173.57,562904,145131,62,58,48,141,2023-06-23 06:00:00,80077,Retail,576317,Asia,GBP,0.29,1.01
Furniture,4811,805314,182373,12,287.55,452.61,1896,264,2023-04-25 07:00:00,2023-05-26 07:00:00,44375.46,885611,974537,18,78,19,184,2023-06-23 07:00:00,42726,Wholesale,595996,Africa,EUR,33.24,0.39
Toys,5993,166038,371134,78,599.45,187.29,4082,158,2023-04-25 08:00:00,2023-05-26 08:00:00,45536.41,196944,518123,95,42,45,887,2023-06-23 08:00:00,22316,Retail,298070,Asia,JPY,23.73,0.67
Electronics,6142,505972,807023,64,799.09,777.75,3322,143,2023-04-25 09:00:00,2023-05-26 09:00:00,25113.95,728446,946747,66,16,48,801,2023-06-23 09:00:00,47866,Wholesale,998892,Europe,USD,25.25,13.45
Toys,7862,835158,104170,51,924.33,418.96,2642,239,2023-04-25 10:00:00,2023-05-26 10:00:00,18411.0,990241,640670,15,52,-5,519,2023-06-23 10:00:00,85696,Distributor,774954,North America,JPY,37.76,14.4
Toys,7533,351585,255889,73,964.21,433.22,3029,131,2023-04-25 11:00:00,2023-05-26 11:00:00,45109.12,274863,604999,57,60,8,681,2023-06-23 11:00:00,75140,Distributor,149369,Asia,GBP,2.62,0.77
Electronics,8526,607661,757072,60,357.68,566.59,2558,348,2023-04-25 12:00:00,2023-05-26 12:00:00,13810.09,416164,453585,68,70,-29,627,2023-06-23 12:00:00,79170,Distributor,201812,North America,GBP,46.64,0.99
Furniture,3978,503821,353186,71,857.29,54.78,2077,393,2023-04-25 13:00:00,2023-05-26 13:00:00,40045.52,201812,466252,96,95,21,646,2023-06-23 13:00:00,90058,Wholesale,961882,Europe,EUR,38.41,12.46
Toys,6347,599459,960119,80,596.04,118.93,930,130,2023-04-25 14:00:00,2023-05-26 14:00:00,45524.09,656752,354349,76,53,40,517,2023-06-23 14:00:00,74352,Retail,805772,North America,USD,6.81,0.81
Clothing,8933,777776,807839,28,695.33,451.05,4085,117,2023-04-25 15:00:00,2023-05-26 15:00:00,37246.22,664218,149640,93,99,-23,401,2023-06-23 15:00:00,93752,Wholesale,420421,Africa,EUR,3.2,5.16
Electronics,5595,942990,503689,71,852.62,870.2,4932,256,2023-04-25 16:00:00,2023-05-26 16:00:00,34313.15,535262,413723,31,10,-49,164,2023-06-23 16:00:00,72994,Retail,276608,Asia,JPY,37.95,9.52
Food,7211,530703,836199,14,138.81,760.03,4970,325,2023-04-25 17:00:00,2023-05-26 17:00:00,3483.18,764631,316147,30,22,8,252,2023-06-23 17:00:00,51750,Distributor,167548,Europe,JPY,29.23,13.08
Furniture,3170,730340,878083,32,947.93,800.98,1618,406,2023-04-25 18:00:00,2023-05-26 18:00:00,10970.18,106887,549308,24,19,3,714,2023-06-23 18:00:00,18003,Wholesale,294069,North America,USD,15.56,11.9
Electronics,9527,455223,447175,8,551.92,127.75,4625,190,2023-04-25 19:00:00,2023-05-26 19:00:00,33661.91,121390,762823,58,32,15,614,2023-06-23 19:00:00,10841,Retail,622394,Asia,USD,10.95,1.53
Food,4021,196816,121625,27,342.64,862.97,1397,418,2023-04-25 20:00:00,2023-05-26 20:00:00,39474.58,747868,200425,88,85,12,599,2023-06-23 20:00:00,31110,Distributor,245760,Africa,GBP,12.07,12.51
Food,9970,497974,244833,50,345.34,658.34,1341,467,2023-04-25 21:00:00,2023-05-26 21:00:00,4106.16,513963,519954,59,56,-24,870,2023-06-23 21:00:00,87639,Distributor,905161,Europe,USD,25.8,12.79
Toys,8836,997774,960886,59,753.49,296.49,2767,346,2023-04-25 22:00:00,2023-05-26 22:00:00,1933.91,985648,793274,56,24,-44,424,2023-06-23 22:00:00,22767,Retail,576136,Europe,JPY,32.74,14.34
Toys,2185,794096,888253,57,681.87,778.7,3742,436,2023-04-25 23:00:00,2023-05-26 23:00:00,16264.12,124201,633216,88,21,-39,568,2023-06-23 23:00:00,48433,Retail,931119,Asia,GBP,6.26,0.24
Toys,4285,832555,724408,3,732.19,673.84,2387,119,2023-04-26 00:00:00,2023-05-27 00:00:00,32602.8,506361,229461,78,33,-43,629,2023-06-24 00:00:00,51873,Retail,959317,North America,USD,30.23,14.26
Electronics,4447,617514,279718,27,260.47,664.18,724,258,2023-04-26 01:00:00,2023-05-27 01:00:00,26090.09,702283,391299,50,41,-42,777,2023-06-24 01:00:00,80993,Wholesale,566895,Asia,USD,24.54,2.98
Electronics,4991,427282,345851,94,178.49,662.49,3845,130,2023-04-26 02:00:00,2023-05-27 02:00:00,1409.61,390715,952176,93,99,35,287,2023-06-24 02:00:00,88850,Distributor,703783,Asia,EUR,49.87,11.98
Furniture,5899,150250,660488,34,724.64,721.76,907,285,2023-04-26 03:00:00,2023-05-27 03:00:00,8429.0,354678,286303,31,25,-33,759,2023-06-24 03:00:00,89345,Retail,130833,Europe,EUR,45.71,12.35
Toys,2935,402702,970321,26,305.5,853.93,2705,440,2023-04-26 04:00:00,2023-05-27 04:00:00,37857.84,413619,465994,86,89,41,819,2023-06-24 04:00:00,87050,Distributor,829973,North America,EUR,20.92,11.21
Food,9825,939524,279322,40,230.21,127.5,4625,490,2023-04-26 05:00:00,2023-05-27 05:00:00,15585.42,954451,805642,71,27,-13,963,2023-06-24 05:00:00,39583,Wholesale,257479,Africa,USD,14.68,14.26
Clothing,2285,437265,446448,86,222.46,899.57,1692,323,2023-04-26 06:00:00,2023-05-27 06:00:00,6742.25,613515,477274,87,27,-17,624,2023-06-24 06:00:00,74136,Distributor,451619,North America,JPY,31.0,5.81
Furniture,9545,222140,398591,32,156.92,785.74,3366,367,2023-04-26 07:00:00,2023-05-27 07:00:00,3492.31,761895,299163,19,63,19,685,2023-06-24 07:00:00,36080,Wholesale,753092,North America,JPY,33.12,10.46
Electronics,8479,324511,784544,41,432.55,400.26,2891,142,2023-04-26 08:00:00,2023-05-27 08:00:00,42671.67,408474,597177,83,89,44,678,2023-06-24 08:00:00,40543,Distributor,944651,Africa,USD,18.52,9.9
Furniture,6255,230877,542970,2,268.34,145.91,1922,148,2023-04-26 09:00:00,2023-05-27 09:00:00,24111.63,619167,192217,28,24,-36,688,2023-06-24 09:00:00,24555,Wholesale,449705,Europe,EUR,25.83,13.75
Furniture,2885,942036,510027,72,894.93,411.14,4779,462,2023-04-26 10:00:00,2023-05-27 10:00:00,25680.25,408337,942349,97,96,10,839,2023-06-24 10:00:00,27446,Distributor,759615,Asia,USD,30.02,2.4
Furniture,6062,355604,257667,7,692.25,701.86,3773,395,2023-04-26 11:00:00,2023-05-27 11:00:00,4005.72,710280,984103,52,16,17,206,2023-06-24 11:00:00,12514,Wholesale,465937,North America,USD,26.64,1.61
Furniture,8066,661327,715856,19,746.42,544.2,4916,297,2023-04-26 12:00:00,2023-05-27 12:00:00,24940.42,567158,497637,74,17,-46,808,2023-06-24 12:00:00,69645,Retail,664614,Africa,JPY,22.03,9.74
Clothing,4022,432003,992934,33,409.57,255.2,2549,290,2023-04-26 13:00:00,2023-05-27 13:00:00,32642.88,857364,396635,36,78,36,845,2023-06-24 13:00:00,60020,Retail,942793,Africa,USD,40.74,11.51
Toys,6265,716794,728855,2,604.21,369.08,2542,329,2023-04-26 14:00:00,2023-05-27 14:00:00,7017.13,200813,568217,17,37,26,624,2023-06-24 14:00:00,94851,Wholesale,347604,Asia,EUR,8.86,5.67
Food,2547,462486,610338,67,505.79,859.1,4159,114,2023-04-26 15:00:00,2023-05-27 15:00:00,45223.27,329735,734471,63,39,10,122,2023-06-24 15:00:00,86448,Distributor,151472,Africa,GBP,35.44,6.51
Furniture,5204,804105,904189,92,175.78,724.42,3663,445,2023-04-26 16:00:00,2023-05-27 16:00:00,39384.05,792506,435487,90,35,-24,150,2023-06-24 16:00:00,11512,Wholesale,287151,Asia,JPY,43.02,14.17
Furniture,8590,891893,207136,78,57.38,116.04,1693,367,2023-04-26 17:00:00,2023-05-27 17:00:00,40292.37,744586,563921,37,22,-6,270,2023-06-24 17:00:00,87198,Retail,430914,North America,GBP,38.68,10.35
Furniture,2368,140831,326401,15,686.68,493.13,3318,332,2023-04-26 18:00:00,2023-05-27 18:00:00,27290.12,196460,964223,53,50,7,726,2023-06-24 18:00:00,79912,Distributor,505480,Africa,USD,33.99,1.31
Toys,2757,151137,292421,21,129.96,838.23,1828,466,2023-04-26 19:00:00,2023-05-27 19:00:00,17362.17,415754,844411,33,26,44,750,2023-06-24 19:00:00,76590,Wholesale,272553,Africa,USD,14.09,8.4
Electronics,5917,920462,793290,78,66.78,35.71,3142,338,2023-04-26 20:00:00,2023-05-27 20:00:00,32382.16,804088,718277,74,55,-32,729,2023-06-24 20:00:00,24139,Wholesale,161083,Africa,EUR,4.69,2.03
Electronics,4484,236803,716630,59,447.45,43.08,4677,253,2023-04-26 21:00:00,2023-05-27 21:00:00,12043.14,362974,943013,17,54,-21,189,2023-06-24 21:00:00,67393,Wholesale,173077,North America,USD,32.22,10.27
Clothing,4052,121500,188760,82,740.65,646.48,1816,448,2023-04-26 22:00:00,2023-05-27 22:00:00,7707.35,358122,273513,11,70,12,963,2023-06-24 22:00:00,93198,Wholesale,686475,Asia,JPY,24.66,10.64
Electronics,9382,306511,587988,39,771.18,520.11,4818,176,2023-04-26 23:00:00,2023-05-27 23:00:00,27378.2,964037,222252,27,16,43,301,2023-06-24 23:00:00,11935,Wholesale,269104,Asia,USD,10.79,11.29
Furniture,1932,657405,234883,20,874.73,46.17,1378,332,2023-04-27 00:00:00,2023-05-28 00:00:00,24452.68,477194,269677,88,87,-46,632,2023-06-25 00:00:00,23509,Wholesale,139719,Asia,JPY,10.48,13.67
Furniture,5237,194138,785728,1,207.22,896.43,1561,270,2023-04-27 01:00:00,2023-05-28 01:00:00,8363.84,201042,994944,70,45,11,901,2023-06-25 01:00:00,41783,Retail,209560,Africa,GBP,15.36,2.65
Furniture,8240,262246,501853,73,985.77,524.19,3704,121,2023-04-27 02:00:00,2023-05-28 02:00:00,26989.79,493295,109119,51,25,24,600,2023-06-25 02:00:00,49418,Retail,770445,Asia,EUR,35.42,9.02
Clothing,4238,657496,898565,9,765.58,445.28,1094,334,2023-04-27 03:00:00,2023-05-28 03:00:00,27776.95,822160,414960,49,24,23,180,2023-06-25 03:00:00,70492,Wholesale,348933,Asia,JPY,42.85,12.69
Furniture,1565,446872,671274,51,165.64,405.69,2575,372,2023-04-27 04:00:00,2023-05-28 04:00:00,43704.22,946035,236016,13,49,-10,448,2023-06-25 04:00:00,93328,Retail,461103,Africa,JPY,25.2,5.26
Electronics,6378,572651,522087,38,842.31,632.11,4780,124,2023-04-27 05:00:00,2023-05-28 05:00:00,38201.29,120870,152260,73,80,14,613,2023-06-25 05:00:00,81359,Retail,603380,Africa,JPY,36.03,12.71
Toys,6558,184482,848467,93,503.97,415.23,1167,344,2023-04-27 06:00:00,2023-05-28 06:00:00,11660.72,353088,571808,48,45,28,608,2023-06-25 06:00:00,49458,Wholesale,543749,Asia,USD,12.53,7.26
Toys,1743,125960,607405,15,75.88,594.87,716,425,2023-04-27 07:00:00,2023-05-28 07:00:00,41078.67,324332,481426,88,54,34,630,2023-06-25 07:00:00,40708,Wholesale,588500,North America,JPY,20.22,11.2
Food,9864,878527,551549,84,140.72,442.06,1772,345,2023-04-27 08:00:00,2023-05-28 08:00:00,48481.69,914114,374048,99,67,35,893,2023-06-25 08:00:00,86384,Distributor,206731,Africa,JPY,38.17,2.31
Electronics,9722,720630,155508,41,439.55,551.59,3287,136,2023-04-27 09:00:00,2023-05-28 09:00:00,36114.36,355555,143062,86,52,45,460,2023-06-25 09:00:00,40325,Retail,737393,Africa,EUR,26.37,13.99
Furniture,6409,348093,363545,94,535.2,725.64,1861,412,2023-04-27 10:00:00,2023-05-28 10:00:00,39563.15,819934,307511,19,79,-25,431,2023-06-25 10:00:00,69437,Retail,145431,North America,USD,19.73,13.71
Toys,9753,732206,765364,47,948.02,736.37,4980,454,2023-04-27 11:00:00,2023-05-28 11:00:00,14055.06,132606,817651,43,10,26,962,2023-06-25 11:00:00,60449,Distributor,951374,Europe,GBP,35.24,7.86
Electronics,6629,476905,329921,26,223.56,764.9,4598,425,2023-04-27 12:00:00,2023-05-28 12:00:00,49603.22,637693,421256,36,96,18,515,2023-06-25 12:00:00,32713,Distributor,410129,Asia,GBP,29.48,11.83
Toys,7318,126038,266373,54,479.36,186.66,4692,377,2023-04-27 13:00:00,2023-05-28 13:00:00,9643.33,414152,304518,54,73,27,586,2023-06-25 13:00:00,44917,Distributor,550819,Asia,GBP,38.68,12.79
Furniture,1301,746520,986745,70,233.63,59.7,1096,308,2023-04-27 14:00:00,2023-05-28 14:00:00,37792.14,823546,136106,97,44,3,327,2023-06-25 14:00:00,28894,Retail,855438,Africa,USD,37.41,11.9
Toys,4767,434629,586760,39,562.82,753.34,4481,103,2023-04-27 15:00:00,2023-05-28 15:00:00,20365.75,503359,935288,19,48,4,874,2023-06-25 15:00:00,63439,Distributor,908358,Asia,EUR,18.89,14.12
Food,5280,820014,236973,17,910.22,42.86,3298,157,2023-04-27 16:00:00,2023-05-28 16:00:00,18486.58,181838,476273,86,15,17,976,2023-06-25 16:00:00,35965,Distributor,925860,Europe,USD,0.07,7.81
Food,8506,560957,956053,70,572.07,196.07,4078,271,2023-04-27 17:00:00,2023-05-28 17:00:00,14972.8,229701,606633,92,19,-43,372,2023-06-25 17:00:00,67735,Wholesale,889606,Asia,JPY,46.89,14.44
Toys,9701,682061,481817,92,514.97,475.95,2252,429,2023-04-27 18:00:00,2023-05-28 18:00:00,22611.98,598949,277204,46,24,-42,572,2023-06-25 18:00:00,57390,Distributor,390387,Europe,GBP,26.71,11.18
Electronics,7962,707679,883266,9,752.63,770.61,1199,372,2023-04-27 19:00:00,2023-05-28 19:00:00,39752.86,720920,174415,12,78,44,713,2023-06-25 19:00:00,69917,Distributor,938729,North America,USD,49.57,2.24
Electronics,6429,152633,804169,91,156.14,807.62,3817,329,2023-04-27 20:00:00,2023-05-28 20:00:00,47107.66,364125,232121,24,21,-48,992,2023-06-25 20:00:00,97956,Retail,816984,North America,JPY,4.12,5.18
Electronics,8248,250636,750833,99,906.56,567.11,852,245,2023-04-27 21:00:00,2023-05-28 21:00:00,21395.67,963751,172062,71,41,-24,870,2023-06-25 21:00:00,47539,Wholesale,111709,Africa,EUR,37.81,1.44
Toys,4445,132803,967731,46,581.86,870.25,2341,374,2023-04-27 22:00:00,2023-05-28 22:00:00,32931.91,748501,182513,18,64,-42,339,2023-06-25 22:00:00,33150,Distributor,552927,Asia,JPY,26.91,13.06
Electronics,3203,850681,682459,6,689.45,658.3,976,441,2023-04-27 23:00:00,2023-05-28 23:00:00,39622.98,700663,738689,76,78,42,477,2023-06-25 23:00:00,65449,Distributor,968856,Africa,EUR,2.14,13.01
Furniture,3834,229997,372498,68,820.77,477.31,1926,416,2023-04-28 00:00:00,2023-05-29 00:00:00,5887.07,567918,702708,13,51,47,288,2023-06-26 00:00:00,73651,Retail,301398,North America,GBP,18.97,2.24
Food,9986,728126,330651,16,638.69,125.26,4590,156,2023-04-28 01:00:00,2023-05-29 01:00:00,48066.64,157240,980831,38,11,-22,406,2023-06-26 01:00:00,10206,Retail,958233,Europe,EUR,49.74,10.9
Furniture,3479,552557,683148,87,644.79,388.76,3628,434,2023-04-28 02:00:00,2023-05-29 02:00:00,11370.04,682298,672712,38,50,23,288,2023-06-26 02:00:00,81587,Wholesale,655665,Asia,USD,43.24,10.88
Electronics,5856,909977,895936,87,732.33,741.0,2969,399,2023-04-28 03:00:00,2023-05-29 03:00:00,45838.89,119212,890312,40,51,26,997,2023-06-26 03:00:00,19531,Distributor,322272,Europe,GBP,48.41,14.35
Furniture,1434,162759,285392,29,61.71,258.86,1569,246,2023-04-28 04:00:00,2023-05-29 04:00:00,49343.54,828787,528153,69,15,14,330,2023-06-26 04:00:00,29964,Distributor,623300,Asia,USD,8.92,12.94
Electronics,2706,206313,234595,41,388.39,522.55,1361,136,2023-04-28 05:00:00,2023-05-29 05:00:00,5919.83,889124,785432,31,35,-11,977,2023-06-26 05:00:00,30761,Distributor,138831,Africa,USD,43.3,10.01
Toys,9260,962920,960675,68,963.31,885.17,585,157,2023-04-28 06:00:00,2023-05-29 06:00:00,44744.62,529029,720203,91,99,27,263,2023-06-26 06:00:00,56847,Retail,400978,Asia,EUR,36.21,11.27
Furniture,6725,479949,448847,62,265.36,161.11,3959,367,2023-04-28 07:00:00,2023-05-29 07:00:00,32404.55,665574,955376,75,81,45,107,2023-06-26 07:00:00,18686,Distributor,148606,North America,USD,24.11,1.77
Toys,2904,299143,527003,40,546.83,95.8,3141,131,2023-04-28 08:00:00,2023-05-29 08:00:00,41078.41,449753,117480,53,98,29,688,2023-06-26 08:00:00,78447,Retail,283846,Africa,USD,33.52,7.03
Toys,8018,940298,977839,62,183.67,717.06,4773,188,2023-04-28 09:00:00,2023-05-29 09:00:00,6345.79,927332,639178,44,32,5,701,2023-06-26 09:00:00,42640,Wholesale,776753,Africa,JPY,33.83,9.46
Clothing,4959,489289,648270,24,330.04,27.31,2361,321,2023-04-28 10:00:00,2023-05-29 10:00:00,41878.84,770875,709942,21,47,-25,278,2023-06-26 10:00:00,15056,Retail,258392,Europe,GBP,4.97,1.68
Electronics,7825,432643,363193,6,719.91,580.71,3664,150,2023-04-28 11:00:00,2023-05-29 11:00:00,31675.68,893124,397432,31,26,-18,524,2023-06-26 11:00:00,23164,Distributor,527350,Asia,GBP,42.67,8.99
Food,7347,702531,375525,40,646.66,305.49,4281,396,2023-04-28 12:00:00,2023-05-29 12:00:00,26020.32,532860,474186,99,67,44,618,2023-06-26 12:00:00,12431,Retail,381167,Europe,USD,48.15,7.03
Electronics,7156,818513,615477,70,420.17,652.81,1749,292,2023-04-28 13:00:00,2023-05-29 13:00:00,28441.6,154505,482041,98,60,21,690,2023-06-26 13:00:00,60109,Wholesale,520313,North America,JPY,44.36,5.08
Food,3713,243932,863113,58,938.7,112.63,1385,452,2023-04-28 14:00:00,2023-05-29 14:00:00,37478.92,406596,888468,41,89,-26,779,2023-06-26 14:00:00,97310,Wholesale,659458,Africa,USD,48.1,12.79
Electronics,7194,572999,348038,14,777.3,300.39,4477,160,2023-04-28 15:00:00,2023-05-29 15:00:00,15584.2,432410,152501,18,54,46,616,2023-06-26 15:00:00,55043,Retail,467694,Asia,JPY,35.87,5.66
Toys,7512,182946,672678,78,275.24,20.25,3886,482,2023-04-28 16:00:00,2023-05-29 16:00:00,47230.38,232525,561296,73,98,43,212,2023-06-26 16:00:00,26546,Distributor,972424,Asia,JPY,0.65,12.61
Furniture,7867,742641,856649,45,470.79,215.41,4575,390,2023-04-28 17:00:00,2023-05-29 17:00:00,16074.19,948473,598961,68,34,-50,959,2023-06-26 17:00:00,75541,Retail,675842,Asia,USD,3.0,1.45
Furniture,4727,117670,374205,99,879.25,437.52,2638,184,2023-04-28 18:00:00,2023-05-29 18:00:00,43976.93,731534,321630,83,41,-50,945,2023-06-26 18:00:00,14742,Distributor,287085,Africa,GBP,45.33,6.14
Clothing,4546,184766,171241,6,32.24,163.96,3967,377,2023-04-28 19:00:00,2023-05-29 19:00:00,1593.46,503641,698592,73,28,-24,880,2023-06-26 19:00:00,97707,Retail,753855,North America,USD,19.11,10.23
